,seqname,source,feature,start,end,strand,ref_gene_id,reference_id,filename,transcript_length,molecularSubtype,Start_UTRref,End_UTRref,UTR_length,ref_UTR_length,UTR_diff,UTR_length (ln),UTR_type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
4053,chr20,StringTie,transcript,3209077,3219224,+,ITPA,XM_011529234.2,SRR19969245,10147,HER2+,3218970,3219224,254,254,0,5.537334267018537,no change,732.591961069677,0.47406417864564,0.150242321284523,3.1553304993729,0.0016031638851055,0.0234889745427462
4063,chr1,StringTie,transcript,152908546,152911886,+,IVL,NM_005547.4,SRR19969244,3340,HER2+,152911555,152911886,331,331,0,5.802118375377063,no change,54.8515164208891,6.70374145480245,1.74007623678314,3.85255617719118,0.0001168911475867,0.0035038880966843
4086,chr19,StringTie,transcript,50505998,50511191,-,JOSD2,NM_001270639.2,SRR19969245,5193,HER2+,50505997,50506172,175,175,0,5.1647859739235145,no change,606.012561113275,0.652095797910945,0.170752158196894,3.81896079555852,0.0001340150572517,0.0038634117810664
4089,chr17,StringTie,transcript,75135248,75154512,-,JPT1,NM_016185.4,SRR19969244,19264,HER2+,75135247,75136101,854,854,0,6.74993119378857,no change,2237.09348297287,2.1010186407476,0.424291689080725,4.95182605461751,7.35203080094444e-07,6.30865345389888e-05
4090,chr17,aptardi,transcript,75135951,75154512,-,JPT1,NM_016185.4,SRR19969244,18561,HER2+,75135247,75136101,151,854,-703,5.017279836814924,shorter,2237.09348297287,2.1010186407476,0.424291689080725,4.95182605461751,7.35203080094444e-07,6.30865345389888e-05
4094,chr11,StringTie,transcript,96390013,96393561,+,JRKL,NM_003772.4,SRR19969243,3548,HER2+,96392224,96393561,1337,1337,0,7.198183577101943,no change,338.290006112938,-0.432274042882438,0.150315043377509,-2.87578696828635,0.0040302161289135,0.0451969982529756
4095,chr19,StringTie,transcript,2252252,2256417,-,JSRP1,NM_144616.4,SRR19969245,4165,HER2+,2252251,2252328,77,77,0,4.343805421853684,no change,103.322809959993,2.53592239847483,0.487667769780912,5.20010251982433,1.99178633153308e-07,2.2427479057243e-05
4096,chr19,StringTie,transcript,2252253,2256399,-,JSRP1,XM_017026287.1,SRR19969245,4146,HER2+,2252252,2252328,76,76,0,4.330733340286331,no change,103.180159783833,2.53358786473026,0.487145511748856,5.20088516393113,1.98341628326014e-07,2.23528919965372e-05
4097,chr19,StringTie,transcript,2252253,2260813,-,JSRP1,XM_017026286.1,SRR19969245,8560,HER2+,2252252,2252328,76,76,0,4.330733340286331,no change,103.180159783833,2.53358786473026,0.487145511748856,5.20088516393113,1.98341628326014e-07,2.23528919965372e-05
4122,chr13,StringTie,transcript,41127569,41132802,-,KBTBD6,NM_152903.5,SRR19969243,5233,HER2+,41127568,41130486,2918,2918,0,7.978653729082731,no change,413.864301496229,-0.419130434751279,0.13933664378217,-3.00804169940049,0.0026293705681619,0.0336425940795018
4125,chr1,StringTie,transcript,110672465,110674940,-,KCNA3,NM_002232.5,SRR19969243,2475,HER2+,110672464,110673081,617,617,0,6.424869023905388,no change,110.559055497289,1.53563259931612,0.368296146721563,4.16955923374642,3.0518929113094e-05,0.0012337279503103
4128,chr20,StringTie,transcript,49363877,49482668,-,KCNB1,NM_004975.4,SRR19969243,118791,HER2+,49363876,49372982,9106,9106,0,9.116688815894728,no change,99.1906790327878,-2.12345959037381,0.64322842255913,-3.30125273682012,0.0009625413434743,0.0162059860651821
4142,chr1,StringTie,transcript,160037467,160070160,-,KCNJ10,NM_002241.5,SRR19969243,32693,HER2+,160037466,160041392,3926,3926,0,8.275376374836407,no change,21.6977813025616,3.07978509462228,0.76348064104472,4.03387450716237,5.48646264759781e-05,0.0019803648945412
4191,chr19,StringTie,transcript,33796870,33815761,+,KCTD15,NM_001129995.2,SRR19969246,18891,HER2+,33812948,33815761,2813,2813,0,7.942006808489856,no change,1411.82025234949,0.756723651807572,0.219430946907969,3.44857305895393,0.0005635569906741,0.0109934400865539
4209,chr12,StringTie,transcript,91050491,91058024,-,KERA,NM_007035.4,SRR19969244,7533,HER2+,91050490,91051345,855,855,0,6.75110146893676,no change,50.4827745455991,-2.07658979308994,0.62298805949629,-3.33327382673906,0.0008583042361399,0.0149809486211391
4286,chr19,StringTie,transcript,51022236,51026616,-,KLK11,NM_001136032.3,SRR19969244,4380,HER2+,51022235,51022544,309,309,0,5.733341276897746,no change,112.579700989218,-4.98654596450438,1.44141815892026,-3.45947214113058,0.0005412352628361,0.0106784074217688
4292,chr12,StringTie,transcript,10407384,10409757,-,KLRC4,NM_013431.2,SRR19969243,2373,HER2+,10407383,10407652,269,269,0,5.594711379601839,no change,29.7461122144409,1.47493996075463,0.434622177573359,3.3936141247778,0.0006897681087138,0.0127554751668315
4293,chr12,StringTie,transcript,10307870,10329608,+,KLRD1,NM_002262.5,SRR19969243,21738,HER2+,10314793,10329608,14815,14815,0,9.603395460007665,no change,138.964997815363,1.36800455306087,0.460587901313571,2.97012698153685,0.0029767667551944,0.0368498941033192
4295,chr7,StringTie,transcript,139473544,139483716,-,KLRG2,XM_011516140.2,SRR19969246,10172,HER2+,139473543,139473769,226,226,0,5.420534999272286,no change,111.819353122364,3.78971497245952,1.16998345581729,3.23911842822789,0.0011989977751829,0.0191563598943068
4335,chr17,StringTie,transcript,38870058,38921770,+,LASP1,NM_006148.4,SRR19969246,51712,HER2+,38918778,38921770,2992,2992,0,8.003697339094368,no change,13907.345900665,1.82986600351856,0.618851506581767,2.95687411932766,0.0031077496403548,0.038047017663244
4402,chr13,StringTie,transcript,39342892,39603173,-,LHFPL6,XM_011534861.1,SRR19969244,260281,HER2+,39342891,39343935,1044,1044,0,6.950814768442584,no change,2997.86892405433,-1.17505739450236,0.41469764356583,-2.83352802393204,0.0046037271174175,0.0497858090999842
4414,chr17,StringTie,transcript,63697806,63700132,-,LIMD2,XM_006722124.2,SRR19969246,2326,HER2+,63697805,63698551,746,746,0,6.61472560020376,no change,1317.39182928376,1.49541686951921,0.506618015267953,2.95176409928549,0.0031596421761587,0.0384887106798192
4415,chr17,StringTie,transcript,63697806,63699861,-,LIMD2,XM_005257703.1,SRR19969246,2055,HER2+,63697805,63698551,746,746,0,6.61472560020376,no change,1312.1646773185,1.49880814848233,0.509395342602472,2.94232793889516,0.0032575475537866,0.0392186179350286
4416,chr17,StringTie,transcript,63697806,63701227,-,LIMD2,XM_005257705.4,SRR19969243,3421,HER2+,63697805,63698551,746,746,0,6.61472560020376,no change,1327.37405540214,1.49845227731535,0.495570083930001,3.02369397569811,0.0024970888981464,0.0324067210617428
4421,chr12,StringTie,transcript,80792520,80937934,-,LIN7A,NM_004664.4,SRR19969245,145414,HER2+,80792519,80797726,5207,5207,0,8.557759153162898,no change,289.669385929,-1.54540035450529,0.425868566742721,-3.62881995805742,0.0002847197151613,0.0068271534855661
4428,chr19,StringTie,transcript,42401512,42424194,-,LIPE,XM_005258938.5,SRR19969245,22682,HER2+,42401511,42401811,300,300,0,5.703782474656201,no change,1373.52598708981,-3.67682678725204,0.569220615749729,-6.45940551961428,1.05115088178114e-10,3.82314326110547e-08
4485,chr12,StringTie,transcript,6618835,6635959,-,LPAR5,NM_020400.6,SRR19969243,17124,HER2+,6618834,6620129,1295,1295,0,7.166265974133638,no change,241.393373842488,1.19576162700921,0.307227285161343,3.89210752027199,9.93771828090321e-05,0.0030865752562613
4486,chr12,aptardi,transcript,6619065,6635959,-,LPAR5,NM_020400.6,SRR19969245,16894,HER2+,6618834,6620129,1065,1295,-230,6.970730078143525,shorter,241.393373842488,1.19576162700921,0.307227285161343,3.89210752027199,9.93771828090321e-05,0.0030865752562613
4508,chr14,StringTie,transcript,49598940,49614672,+,LRR1,NM_152329.4,SRR19969244,15732,HER2+,49614496,49614672,176,176,0,5.170483995038151,no change,195.964988410795,0.867743743924124,0.274953169741421,3.15596923192481,0.0015996573388246,0.0234502714357955
4565,chr11,StringTie,transcript,62686406,62689530,-,LRRN4CL,NM_203422.4,SRR19969244,3124,HER2+,62686405,62687791,1386,1386,0,7.234177179749849,no change,328.655462109143,-2.25780769900995,0.72118270918692,-3.13070137462871,0.001743893918362,0.0248429690433093
4604,chr2,StringTie,transcript,132643286,132671526,-,LYPD1,NM_001077427.4,SRR19969243,28240,HER2+,132643285,132646044,2759,2759,0,7.922623574217286,no change,215.6678729492,0.974603943166466,0.218735734469082,4.45562287996534,8.36499658152891e-06,0.0004356944883428
4605,chr2,aptardi,transcript,132644781,132671526,-,LYPD1,NM_001077427.4,SRR19969243,26745,HER2+,132643285,132646044,1264,2759,-1495,7.142036574706803,shorter,215.6678729492,0.974603943166466,0.218735734469082,4.45562287996534,8.36499658152891e-06,0.0004356944883428
4606,chr2,StringTie,transcript,132643286,132670205,-,LYPD1,NM_144586.7,SRR19969243,26919,HER2+,132643285,132646044,2759,2759,0,7.922623574217286,no change,227.876382446648,0.933811162241594,0.208819489895561,4.47185826719828,7.75428161536773e-06,0.0004080634792176
4607,chr2,aptardi,transcript,132644781,132670205,-,LYPD1,NM_144586.7,SRR19969243,25424,HER2+,132643285,132646044,1264,2759,-1495,7.142036574706803,shorter,227.876382446648,0.933811162241594,0.208819489895561,4.47185826719828,7.75428161536773e-06,0.0004080634792176
4631,chr12,StringTie,transcript,69348381,69354234,+,LYZ,NM_000239.3,SRR19969244,5853,HER2+,69353219,69354234,1015,1015,0,6.922643891475888,no change,8825.99864312129,2.79417953661503,0.508207644654425,5.49810607141701,3.83891999017848e-08,5.64272756214225e-06
4644,chr13,StringTie,transcript,35473789,35476689,-,MAB21L1,NM_005584.5,SRR19969243,2900,HER2+,35473788,35475058,1270,1270,0,7.146772179452637,no change,201.978820063393,-3.37954330842415,0.722288388549483,-4.67893899722108,2.8836321338369e-06,0.0001779180181043
4645,chr2,StringTie,transcript,240886048,240896156,-,MAB21L4,NM_001085437.3,SRR19969244,10108,HER2+,240886047,240887069,1022,1022,0,6.92951677076365,no change,1264.11493522141,5.22206335618502,1.10290074060863,4.73484436441963,2.19223257600747e-06,0.0001438570433284
4646,chr2,StringTie,transcript,240886048,240896889,-,MAB21L4,XM_011511877.1,SRR19969244,10841,HER2+,240886047,240887069,1022,1022,0,6.92951677076365,no change,1236.43750621333,5.2052861106351,1.09880994745722,4.73720330133593,2.16687761631376e-06,0.0001427040502603
4647,chr2,StringTie,transcript,240886048,240892035,-,MAB21L4,NM_024861.4,SRR19969244,5987,HER2+,240886047,240887069,1022,1022,0,6.92951677076365,no change,998.123623547497,5.11789447833385,1.10107015123464,4.64810936214654,3.34991303493039e-06,0.0002027782346146
4760,chr19,StringTie,transcript,7677090,7679829,+,MCEMP1,NM_174918.3,SRR19969245,2739,HER2+,7679114,7679829,715,715,0,6.572282542694008,no change,13.2051549055507,1.49089687619621,0.482670316284761,3.08885138757244,0.002009319221732,0.0275836481537071
4800,chr11,StringTie,transcript,57703710,57712215,-,MED19,NM_001317078.4,SRR19969244,8505,HER2+,57703709,57704037,328,328,0,5.793013608384144,no change,502.855370090058,0.429240028140312,0.146668773660822,2.92659451242804,0.0034269536226191,0.0405070570319763
4802,chr12,StringTie,transcript,27022558,27030673,+,MED21,NM_004264.5,SRR19969245,8115,HER2+,27028461,27030673,2212,2212,0,7.701652362642226,no change,461.324982935797,-0.295752657190586,0.096051347068916,-3.07910993667154,0.0020762005136576,0.0282563672755967
4833,chr17,StringTie,transcript,2416049,2467214,-,METTL16,XM_024450928.1,SRR19969244,51165,HER2+,2416048,2419969,3921,3921,0,8.27410200229233,no change,836.980035276814,-0.43302632835356,0.119524483016351,-3.62290902604717,0.000291308299276,0.0069334516309947
4848,chr1,StringTie,transcript,156072013,156082465,-,MEX3A,NM_001093725.2,SRR19969244,10452,HER2+,156072012,156076573,4561,4561,0,8.4252971767117,no change,960.811416607375,2.73531550014471,0.772344733965175,3.54157331545688,0.0003977483056888,0.0086700810714781
4883,chr14,StringTie,transcript,49620799,49623481,+,MGAT2,NM_002408.4,SRR19969243,2682,HER2+,49622612,49623481,869,869,0,6.767343125265392,no change,1091.48854871393,0.585888056496734,0.166555949779561,3.51766512857791,0.0004353613841634,0.0092040025128417
4906,chr19,StringTie,transcript,40775521,40777490,+,MIA,NM_006533.4,SRR19969245,1969,HER2+,40777420,40777490,70,70,0,4.248495242049359,no change,234.334181417857,-3.10390150049351,1.0141619040575,-3.06055816933695,0.0022092484151039,0.0295611661362984
4916,chr1,StringTie,transcript,77779649,77879540,+,MIGA1,NM_198549.4,SRR19969244,99891,HER2+,77875064,77879540,4476,4476,0,8.406485069431817,no change,672.66335149412,-0.769215887871859,0.261099099762568,-2.94606870943389,0.0032184089954422,0.0388937162592499
4945,chr2,StringTie,transcript,149569637,149587775,-,MMADHC,NM_015702.3,SRR19969243,18138,HER2+,149569636,149569973,337,337,0,5.820082930352362,no change,1712.50260289633,0.303874651398116,0.0981221312238996,3.09690227482647,0.0019555432999321,0.0270842678049901
4947,chr11,StringTie,transcript,102789919,102798160,-,MMP1,NM_002421.4,SRR19969243,8241,HER2+,102789918,102790411,493,493,0,6.20050917404269,no change,1313.34375930886,4.88214662065307,1.53178503951025,3.18722698990063,0.0014364399496347,0.0217018717243266
4959,chr4,StringTie,transcript,153344688,153415118,+,MND1,NM_032117.4,SRR19969243,70430,HER2+,153414857,153415118,261,261,0,5.564520407322694,no change,37.9156522139814,3.19971993047011,0.871961943400681,3.66956374035213,0.0002429647527354,0.0061293729083881
4960,chr17,StringTie,transcript,2384073,2392337,-,MNT,XM_011523869.2,SRR19969243,8264,HER2+,2384072,2386900,2828,2828,0,7.947325027016463,no change,669.169775020844,-0.232980193896984,0.0626515957001164,-3.71866336832265,0.0002002797450396,0.0052824504817559
4961,chr7,StringTie,transcript,157004854,157010663,-,MNX1,NM_005515.4,SRR19969243,5809,HER2+,157004853,157005519,666,666,0,6.501289670540389,no change,93.8271855887533,4.50351048055199,1.26955106205802,3.5473252042746,0.0003891638947301,0.008541590397174
4977,chr2,StringTie,transcript,38875976,38882709,+,MORN2,NM_001145450.3,SRR19969243,6733,HER2+,38882515,38882709,194,194,0,5.267858159063328,no change,308.882416695855,0.591711575557894,0.168830189437415,3.50477350958159,0.000456995883438,0.0095319900575163
4978,chr16,StringTie,transcript,22008111,22084654,+,MOSMO,NM_001164579.2_2,SRR19969244,76543,HER2+,22080880,22084654,3774,3774,0,8.235890725928495,no change,8.84193700900743,-2.07675475944223,0.647364517190836,-3.20801450233026,0.0013365475868736,0.0207091289531131
5023,chr17,StringTie,transcript,81703367,81707517,+,MRPL12,NM_002949.4,SRR19969244,4150,HER2+,81707240,81707517,277,277,0,5.6240175061873385,no change,1198.82206540353,0.823322520790453,0.184394350988746,4.46500945596052,8.00652155653106e-06,0.0004192404616754
5038,chr17,StringTie,transcript,50367867,50373184,-,MRPL27,NM_016504.3,SRR19969244,5317,HER2+,50367866,50368091,225,225,0,5.41610040220442,no change,847.972568304188,0.618115549320577,0.217109291101108,2.84702486100754,0.0044129915893152,0.0483322401019504
5049,chr2,StringTie,transcript,86199433,86213794,+,MRPL35,NM_001363782.1,SRR19969246,14361,HER2+,86213649,86213794,145,145,0,4.976733742420574,no change,310.255895413899,0.507321600144258,0.135057899296062,3.75632675162638,0.0001724255390277,0.004677186113231
5052,chr2,StringTie,transcript,86199457,86213354,+,MRPL35,NM_145644.3,SRR19969246,13897,HER2+,86212426,86213354,928,928,0,6.833031732786201,no change,502.68235931158,0.394381034260704,0.0921544629957267,4.2795652151865,1.87258763889152e-05,0.0008263097003547
5067,chr2,StringTie,transcript,223957463,223967714,+,MRPL44,NM_022915.5,SRR19969245,10251,HER2+,223967034,223967714,680,680,0,6.522092798170152,no change,726.506876980909,0.615679945583842,0.166165808160993,3.70521440239575,0.0002112119968711,0.0055269535788746
5079,chr2,StringTie,transcript,74471982,74472680,-,MRPL53,NM_053050.5,SRR19969246,698,HER2+,74471981,74472118,137,137,0,4.919980925828125,no change,769.808530864151,0.478590036366279,0.164810911234567,2.90387349224183,0.0036857705749449,0.0425610592250292
5093,chr15,StringTie,transcript,88467708,88480776,+,MRPS11,NM_022839.5,SRR19969245,13068,HER2+,88477979,88480776,2797,2797,0,7.936302693201959,no change,693.185401527733,0.439554040714811,0.139728008219269,3.14578334234205,0.0016564266124291,0.0240164975631765
5094,chr15,aptardi,transcript,88467708,88478271,+,MRPS11,NM_001321970.2,SRR19969243,10563,HER2+,88477979,88480776,292,2797,-2505,5.676753802268282,shorter,693.185401527733,0.439554040714811,0.139728008219269,3.14578334234205,0.0016564266124291,0.0240164975631765
5095,chr15,aptardi,transcript,88467708,88478371,+,MRPS11,NM_001321970.2,SRR19969243,10663,HER2+,88477979,88480776,392,2797,-2405,5.971261839790462,shorter,693.185401527733,0.439554040714811,0.139728008219269,3.14578334234205,0.0016564266124291,0.0240164975631765
5140,chr11,StringTie,transcript,60177016,60184489,-,MS4A6A,XM_011545209.1,SRR19969243,7473,HER2+,60177015,60177391,376,376,0,5.929589143389895,no change,1012.30288931098,1.05891450672847,0.369142874853872,2.8685763124851,0.004123237182301,0.0458708345065413
5171,chr17,StringTie,transcript,40121971,40130307,+,MSL1,NM_001365921.2,SRR19969245,8336,HER2+,40129638,40130307,669,669,0,6.505784060128229,no change,5403.93625252729,1.98771775129906,0.690113421790644,2.88027690599251,0.0039732603615101,0.0447767161941572
5179,chr10,StringTie,transcript,23095579,23122013,+,MSRB2,NM_012228.4,SRR19969244,26434,HER2+,23120862,23122013,1151,1151,0,7.048386408721883,no change,664.394950595517,0.416484321690451,0.138518765814086,3.00669962833367,0.0026410058191477,0.0337509893194462
5180,chr10,aptardi,transcript,23095579,23121057,+,MSRB2,NM_012228.4,SRR19969244,25478,HER2+,23120862,23122013,195,1151,-956,5.272999558563747,shorter,664.394950595517,0.416484321690451,0.138518765814086,3.00669962833367,0.0026410058191477,0.0337509893194462
5181,chr10,StringTie,transcript,23095564,23119294,+,MSRB2,XM_011519426.2,SRR19969244,23730,HER2+,23119175,23119294,119,119,0,4.77912349311153,no change,506.093613471748,0.452249070073654,0.144077948501877,3.1389194167195,0.0016957207280219,0.0244277808095766
5183,chr1,StringTie,transcript,155610188,155614936,+,MSTO1,XM_024448046.1,SRR19969246,4748,HER2+,155614200,155614936,736,736,0,6.601230118728877,no change,452.044472893682,0.345198540680599,0.108637082847922,3.17753875224939,0.0014853083896854,0.0222277138396107
5184,chr1,aptardi,transcript,155610188,155614358,+,MSTO1,XM_024448046.1,SRR19969246,4170,HER2+,155614200,155614936,158,736,-578,5.062595033026967,shorter,452.044472893682,0.345198540680599,0.108637082847922,3.17753875224939,0.0014853083896854,0.0222277138396107
5185,chr1,aptardi,transcript,155610188,155614558,+,MSTO1,XM_024448046.1,SRR19969246,4370,HER2+,155614200,155614936,358,736,-378,5.8805329864007,shorter,452.044472893682,0.345198540680599,0.108637082847922,3.17753875224939,0.0014853083896854,0.0222277138396107
5190,chr16,StringTie,transcript,56625781,56627112,+,MT1E,NM_175617.4,SRR19969244,1331,HER2+,56626971,56627112,141,141,0,4.948759890378168,no change,759.480891120958,-1.80106104323097,0.48510708254944,-3.71270819994143,0.0002050532551407,0.0053883719299357
5200,chr10,StringTie,transcript,133394157,133422520,+,MTG1,NM_138384.4,SRR19969244,28363,HER2+,133420165,133422520,2355,2355,0,7.764296006450518,no change,957.71650814173,0.550797932779828,0.123284680962563,4.46769159379245,7.90681857770351e-06,0.0004145284009947
5256,chr2,StringTie,transcript,15940550,15947004,+,MYCN,NM_005378.6,SRR19969245,6454,HER2+,15946097,15947004,907,907,0,6.810142450115136,no change,274.551002497204,3.4792918383256,0.811498892065334,4.28748809437127,1.80704939430015e-05,0.000801626146066
5260,chr19,StringTie,transcript,4657545,4670342,-,MYDGF,NM_019107.4,SRR19969245,12797,HER2+,4657544,4658004,460,460,0,6.131226489483141,no change,2835.55184488666,0.729912232625288,0.122883937720781,5.93985061158936,2.8528192107011304e-09,6.90670202896403e-07
5280,chr13,StringTie,transcript,72708367,72727629,-,MZT1,NM_001071775.3,SRR19969244,19262,HER2+,72708366,72710321,1955,1955,0,7.578145472419466,no change,514.391131761289,0.525607192314122,0.185338667603585,2.83592840668482,0.0045692687520933,0.0495381560844343
5281,chr2,StringTie,transcript,131483960,131492397,-,MZT2A,NM_001085365.2,SRR19969243,8437,HER2+,131483959,131484060,101,101,0,4.61512051684126,no change,1308.50713391491,0.480219661213388,0.164639239139027,2.91679956567264,0.0035364294613678,0.0414072782325298
5321,chr10,StringTie,transcript,119029714,119033730,+,NANOS1,NM_199461.4,SRR19969243,4016,HER2+,119030680,119033730,3050,3050,0,8.022896869601457,no change,421.583016847314,1.80558390504657,0.497637114373619,3.62831439395206,0.0002852777319375,0.0068356666496411
5331,chr17,StringTie,transcript,82458575,82490537,+,NARF,XM_006722278.4,SRR19969246,31962,HER2+,82488157,82490537,2380,2380,0,7.77485576666552,no change,1062.17374992543,0.742184212934794,0.15811215609008,4.69403638080779,2.67866363325374e-06,0.0001675322864244
5332,chr17,aptardi,transcript,82458575,82488315,+,NARF,XM_006722278.4,SRR19969246,29740,HER2+,82488157,82490537,158,2380,-2222,5.062595033026967,shorter,1062.17374992543,0.742184212934794,0.15811215609008,4.69403638080779,2.67866363325374e-06,0.0001675322864244
5404,chr2,StringTie,transcript,201072001,201085750,+,NDUFB3,NM_002491.3,SRR19969243,13749,HER2+,201085615,201085750,135,135,0,4.90527477843843,no change,800.567465850785,0.585094613077499,0.160734595093611,3.64012870245352,0.0002725017988703,0.0066360848477287
5437,chr1,StringTie,transcript,211662772,211675621,-,NEK2,NM_002497.4,SRR19969243,12849,HER2+,211662771,211663425,654,654,0,6.483107351457199,no change,174.167524867143,2.8225563466797,0.70618715220813,3.99689563574477,6.41785782064585e-05,0.0022063712818099
5438,chr1,StringTie,transcript,211666417,211675621,-,NEK2,NM_001204183.2,SRR19969243,9204,HER2+,211666416,211667061,645,645,0,6.4692503167957724,no change,118.645888749791,2.68706796947228,0.7797201919861,3.44619518269469,0.0005685395596353,0.0110687113232775
5448,chr20,StringTie,transcript,45888634,45891208,-,NEURL2,NM_080749.4,SRR19969243,2574,HER2+,45888633,45888757,124,124,0,4.820281565605037,no change,66.9024271662573,-1.33109143685601,0.443369721605704,-3.00221546937246,0.002680223944651,0.0341227476867443
5463,chr19,StringTie,transcript,12995475,13098787,+,NFIX,NM_001365982.2,SRR19969246,103312,HER2+,13090370,13090390,8417,20,8397,9.038008749211576,longer,3255.15390609584,-1.31504507438983,0.400615707948745,-3.2825599403558,0.0010286911321593,0.0170727522538017
5464,chr19,aptardi,transcript,12995475,13098234,+,NFIX,NM_001365982.2,SRR19969246,102759,HER2+,13090370,13090390,7864,20,7844,8.970050661827003,longer,3255.15390609584,-1.31504507438983,0.400615707948745,-3.2825599403558,0.0010286911321593,0.0170727522538017
5474,chr16,StringTie,transcript,567005,569495,+,NHLRC4,NM_176677.3,SRR19969243,2490,HER2+,568419,569495,1076,1076,0,6.98100574072173,no change,134.809936819138,-2.29971956204258,0.533595277639733,-4.30985741143548,1.63359841443535e-05,0.0007390214509063
5480,chr16,StringTie,transcript,69339772,69343106,+,NIP7,NM_001199434.2,SRR19969246,3334,HER2+,69341652,69343106,1454,1454,0,7.282073658093465,no change,681.696007425424,0.557843054129129,0.177203206722496,3.14804153066328,0.0016436833876493,0.023888546871063
5495,chr20,StringTie,transcript,21511017,21514064,-,NKX2-2,NM_002509.4,SRR19969244,3047,HER2+,21511016,21511922,906,906,0,6.80903930604298,no change,19.4772400507781,6.93053375608612,1.65819658734608,4.17956098147467,2.92072393531156e-05,0.0011916144121803
5501,chr15,StringTie,transcript,84655132,84658199,-,NMB,NM_021077.4,SRR19969243,3067,HER2+,84655131,84655373,242,242,0,5.488937726156687,no change,191.973547275396,-1.35664446736633,0.393346924538258,-3.44897692783253,0.0005627147803365,0.0109820308639281
5502,chr17,StringTie,transcript,51153559,51162168,+,NME1,NM_000269.3,SRR19969245,8609,HER2+,51161845,51162168,323,323,0,5.777652323222656,no change,1697.04251706953,1.08591168223396,0.261315018859422,4.15556552001375,3.24483937558419e-05,0.0013014530259979
5503,chr17,aptardi,transcript,51153559,51162027,+,NME1,NM_000269.3,SRR19969245,8468,HER2+,51161845,51162168,182,323,-141,5.204006687076795,shorter,1697.04251706953,1.08591168223396,0.261315018859422,4.15556552001375,3.24483937558419e-05,0.0013014530259979
5504,chr17,StringTie,transcript,51153559,51162089,+,NME1,NM_198175.1,SRR19969245,8530,HER2+,51161845,51162089,244,244,0,5.497168225293202,no change,1699.39141118936,1.08678595325567,0.261694677264131,4.15287756181134,3.28320426004132e-05,0.0013138999224782
5533,chr20,StringTie,transcript,37521250,37523690,+,NNAT,NM_181689.3,SRR19969246,2440,HER2+,37522759,37523690,931,931,0,6.836259277277067,no change,65.518420679091,-2.13731078969828,0.389398438179846,-5.48875028797921,4.04787394627216e-08,5.89571228493105e-06
5546,chr1,StringTie,transcript,162362983,162370475,+,NOS1AP,NM_001126060.2,SRR19969243,7492,HER2+,162367467,162370475,3008,3008,0,8.00903068506973,no change,32.6997243172921,-2.34779699711552,0.449894931293797,-5.21854511755397,1.80334053023635e-07,2.06322140057228e-05
5551,chr14,StringTie,transcript,26470126,26598033,-,NOVA1,NM_006491.3,SRR19969243,127907,HER2+,26470125,26470463,338,338,0,5.823045895483019,no change,145.307244450723,-3.68106418925667,0.549485034264533,-6.69911637208401,2.0968356573568097e-11,9.72643050249143e-09
5562,chr16,StringTie,transcript,69709401,69726560,-,NQO1,NM_001025434.2,SRR19969243,17159,HER2+,69709400,69710975,1575,1575,0,7.362010551259734,no change,2911.01569989271,1.88417751936815,0.288168421813567,6.53845937563255,6.215576300064909e-11,2.47898869592558e-08
5563,chr16,aptardi,transcript,69710782,69726560,-,NQO1,NM_001025434.2,SRR19969243,15778,HER2+,69709400,69710975,194,1575,-1381,5.267858159063328,shorter,2911.01569989271,1.88417751936815,0.288168421813567,6.53845937563255,6.215576300064909e-11,2.47898869592558e-08
5564,chr16,aptardi,transcript,69710282,69726560,-,NQO1,NM_001025434.2,SRR19969245,16278,HER2+,69709400,69710975,694,1575,-881,6.542471960506805,shorter,2911.01569989271,1.88417751936815,0.288168421813567,6.53845937563255,6.215576300064909e-11,2.47898869592558e-08
5597,chr17,StringTie,transcript,17303377,17347663,+,NT5M,XM_005256732.3,SRR19969243,44286,HER2+,17346947,17347663,716,716,0,6.573680166960646,no change,64.0344153016732,-1.20709220411488,0.266554234957185,-4.52850506880436,5.94024565394214e-06,0.0003279456188407
5598,chr17,StringTie,transcript,17303373,17347663,+,NT5M,NM_020201.4,SRR19969243,44290,HER2+,17346947,17347663,716,716,0,6.573680166960646,no change,63.8213851462954,-1.22366870076463,0.264195021813758,-4.6316871997204,3.62697844972497e-06,0.0002167822329619
5599,chr12,StringTie,transcript,5494132,5495299,+,NTF3,NM_002527.5,SRR19969243,1167,HER2+,5494988,5495299,311,311,0,5.739792912179234,no change,25.2328354377515,-2.02227679700963,0.540155529874408,-3.74387872596589,0.0001812011379378,0.0048699788448525
5632,chr19,StringTie,transcript,32691821,32713792,+,NUDT19,NM_001105570.2,SRR19969244,21971,HER2+,32711957,32713792,1835,1835,0,7.51479976048867,no change,547.379833163073,0.864631687775188,0.187947726036217,4.60038387274009,4.21713068177114e-06,0.0002474346345849
5650,chr17,StringTie,transcript,29255839,29294148,-,NUFIP2,NM_020772.3,SRR19969244,38309,HER2+,29255838,29264538,8700,8700,0,9.071078304642676,no change,3761.65300453788,1.17266931429869,0.385729092914635,3.04013706987409,0.0023647050119443,0.0312042593134593
